group;type;answer;description;hints;params
藥;select;祛風除濕藥;{name}的類型？;;{"name":"防己"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"秦艽"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"威靈仙"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"木瓜"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"桑枝"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"桑寄生"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"絡石藤"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"五加皮"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"徐長卿"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"海桐皮"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"蠶砂"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"蛇蛻"}
藥;select;祛風除濕藥;{name}的類型？;;{"name":"虎骨"}
藥;select;芳香化濕藥;{name}的類型？;;{"name":"蒼朮"}
藥;select;芳香化濕藥;{name}的類型？;;{"name":"厚朴"}
藥;select;芳香化濕藥;{name}的類型？;;{"name":"藿香"}
藥;select;芳香化濕藥;{name}的類型？;;{"name":"砂仁"}
藥;select;芳香化濕藥;{name}的類型？;;{"name":"草果"}
藥;select;芳香化濕藥;{name}的類型？;;{"name":"白荳蔻"}
藥;select;芳香化濕藥;{name}的類型？;;{"name":"草荳蔻"}
藥;select;芳香化濕藥;{name}的類型？;;{"name":"佩蘭"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"茯苓"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"豬苓"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"澤瀉"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"薏仁"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"木通"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"車前子"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"石葦"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"茵陳蒿"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"萆薢"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"地膚子"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"赤小豆"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"萹蓄"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"瞿麥"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"燈心草"}
藥;select;除濕利水藥;{name}的類型？;;{"name":"通草"}
藥;select;溫裡藥;{name}的類型？;;{"name":"附子"}
藥;select;溫裡藥;{name}的類型？;;{"name":"烏頭"}
藥;select;溫裡藥;{name}的類型？;;{"name":"乾薑"}
藥;select;溫裡藥;{name}的類型？;;{"name":"肉桂"}
藥;select;溫裡藥;{name}的類型？;;{"name":"小茴香"}
藥;select;溫裡藥;{name}的類型？;;{"name":"吳茱萸"}
藥;select;溫裡藥;{name}的類型？;;{"name":"細辛"}
藥;select;溫裡藥;{name}的類型？;;{"name":"丁香"}
藥;select;溫裡藥;{name}的類型？;;{"name":"高良薑"}
藥;select;溫裡藥;{name}的類型？;;{"name":"花椒"}
藥;select;溫裡藥;{name}的類型？;;{"name":"胡椒"}
藥;select;理氣藥;{name}的類型？;;{"name":"陳皮"}
藥;select;理氣藥;{name}的類型？;;{"name":"枳實"}
藥;select;理氣藥;{name}的類型？;;{"name":"枳殼"}
藥;select;理氣藥;{name}的類型？;;{"name":"木香"}
藥;select;理氣藥;{name}的類型？;;{"name":"香附"}
藥;select;理氣藥;{name}的類型？;;{"name":"烏藥"}
藥;select;理氣藥;{name}的類型？;;{"name":"沉香"}
藥;select;理氣藥;{name}的類型？;;{"name":"川楝子"}
藥;select;理氣藥;{name}的類型？;;{"name":"薤白"}
藥;select;理氣藥;{name}的類型？;;{"name":"檀香"}
藥;select;理氣藥;{name}的類型？;;{"name":"刀豆"}
藥;select;理氣藥;{name}的類型？;;{"name":"荔枝核"}
藥;select;理氣藥;{name}的類型？;;{"name":"玫瑰"}
藥;select;消食藥;{name}的類型？;;{"name":"山楂"}
藥;select;消食藥;{name}的類型？;;{"name":"神麴"}
藥;select;消食藥;{name}的類型？;;{"name":"麥芽"}
藥;select;消食藥;{name}的類型？;;{"name":"萊服子"}
藥;select;消食藥;{name}的類型？;;{"name":"雞內金"}
藥;select;消食藥;{name}的類型？;;{"name":"穀芽"}
藥;select;驅蟲藥;{name}的類型？;;{"name":"檳榔"}
藥;select;驅蟲藥;{name}的類型？;;{"name":"大腹皮"}
藥;select;驅蟲藥;{name}的類型？;;{"name":"苦楝皮"}
藥;select;驅蟲藥;{name}的類型？;;{"name":"使君子"}
藥;select;驅蟲藥;{name}的類型？;;{"name":"鶴虱子"}
藥;select;驅蟲藥;{name}的類型？;;{"name":"雷丸"}
藥;select;驅蟲藥;{name}的類型？;;{"name":"蕪荑"}
藥;select;驅蟲藥;{name}的類型？;;{"name":"貫眾"}
藥;select;理血活血藥;{name}的類型？;;{"name":"川芎"}
藥;select;理血活血藥;{name}的類型？;;{"name":"紅花"}
藥;select;理血活血藥;{name}的類型？;;{"name":"桃仁"}
藥;select;理血活血藥;{name}的類型？;;{"name":"丹參"}
藥;select;理血活血藥;{name}的類型？;;{"name":"益母草"}
藥;select;理血活血藥;{name}的類型？;;{"name":"雞血藤"}
藥;select;理血活血藥;{name}的類型？;;{"name":"牛膝"}
藥;select;理血活血藥;{name}的類型？;;{"name":"延胡索"}
藥;select;理血活血藥;{name}的類型？;;{"name":"五靈脂"}
藥;select;理血活血藥;{name}的類型？;;{"name":"乳香"}
藥;select;理血活血藥;{name}的類型？;;{"name":"沒藥"}
藥;select;理血活血藥;{name}的類型？;;{"name":"虎杖"}
藥;select;理血活血藥;{name}的類型？;;{"name":"三稜"}
藥;select;理血活血藥;{name}的類型？;;{"name":"莪朮"}
藥;select;理血活血藥;{name}的類型？;;{"name":"鬱金"}
藥;select;理血活血藥;{name}的類型？;;{"name":"薑黃"}
藥;select;理血活血藥;{name}的類型？;;{"name":"穿山甲"}
藥;select;理血活血藥;{name}的類型？;;{"name":"銅"}
藥;select;理血活血藥;{name}的類型？;;{"name":"王不留行"}
藥;select;理血活血藥;{name}的類型？;;{"name":"蘇木"}
藥;select;理血活血藥;{name}的類型？;;{"name":"乾漆"}
藥;select;理血活血藥;{name}的類型？;;{"name":"盲蟲"}
藥;select;理血活血藥;{name}的類型？;;{"name":"水蛭"}
藥;select;理血活血藥;{name}的類型？;;{"name":"茺蔚子"}
藥;select;理血止血藥;{name}的類型？;;{"name":"三七"}
藥;select;理血止血藥;{name}的類型？;;{"name":"槐花"}
藥;select;理血止血藥;{name}的類型？;;{"name":"蒲黃"}
藥;select;理血止血藥;{name}的類型？;;{"name":"柏葉"}
藥;select;理血止血藥;{name}的類型？;;{"name":"白芨"}
藥;select;理血止血藥;{name}的類型？;;{"name":"茜草"}
藥;select;理血止血藥;{name}的類型？;;{"name":"地榆"}
藥;select;理血止血藥;{name}的類型？;;{"name":"大小薊"}
藥;select;理血止血藥;{name}的類型？;;{"name":"藕節"}
藥;select;理血止血藥;{name}的類型？;;{"name":"艾葉"}
藥;select;理血止血藥;{name}的類型？;;{"name":"苧麻根"}
藥;select;理血止血藥;{name}的類型？;;{"name":"白茅根"}
藥;select;理血止血藥;{name}的類型？;;{"name":"棕櫚炭"}
藥;select;理血止血藥;{name}的類型？;;{"name":"仙鶴草"}
藥;select;理血止血藥;{name}的類型？;;{"name":"灶心土"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"半夏"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"竹茹"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"貝母"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"桔梗"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"瓜蔞"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"皂角刺"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"前胡"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"南星"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"白前"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"竺黃"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"旋覆花"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"白芥子"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"白附子"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"海蛤粉"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"海藻"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"昆布"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"礞石"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"黃藥子"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"胖大海"}
藥;select;止咳化痰藥;{name}的類型？;;{"name":"豬膽汁"}
藥;select;止咳平喘藥;{name}的類型？;;{"name":"杏仁"}
藥;select;止咳平喘藥;{name}的類型？;;{"name":"蘇子"}
藥;select;止咳平喘藥;{name}的類型？;;{"name":"桑白皮"}
藥;select;止咳平喘藥;{name}的類型？;;{"name":"葶藶子"}
藥;select;止咳平喘藥;{name}的類型？;;{"name":"白果"}
藥;select;止咳平喘藥;{name}的類型？;;{"name":"款冬"}
藥;select;止咳平喘藥;{name}的類型？;;{"name":"紫苑"}
藥;select;止咳平喘藥;{name}的類型？;;{"name":"百部"}
藥;select;止咳平喘藥;{name}的類型？;;{"name":"枇杷葉"}
藥;select;止咳平喘藥;{name}的類型？;;{"name":"馬兜鈴"}
藥;select;安神藥;{name}的類型？;;{"name":"遠志"}
藥;select;安神藥;{name}的類型？;;{"name":"酸棗仁"}
藥;select;安神藥;{name}的類型？;;{"name":"柏子仁"}
藥;select;安神藥;{name}的類型？;;{"name":"龍骨"}
藥;select;安神藥;{name}的類型？;;{"name":"琥珀"}
藥;select;安神藥;{name}的類型？;;{"name":"硃砂"}
藥;select;安神藥;{name}的類型？;;{"name":"磁石"}
藥;select;安神藥;{name}的類型？;;{"name":"合歡皮"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"天麻"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"鉤藤"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"牡蠣"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"全蠍"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"殭蠶"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"地龍"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"羚羊角"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"決明子"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"石決明"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"珍珠"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"刺蒺藜"}
藥;select;平肝熄風藥;{name}的類型？;;{"name":"代赭石"}
藥;select;開竅藥;{name}的類型？;;{"name":"麝香"}
藥;select;開竅藥;{name}的類型？;;{"name":"冰片"}
藥;select;開竅藥;{name}的類型？;;{"name":"蘇合香"}
藥;select;開竅藥;{name}的類型？;;{"name":"石菖蒲"}
藥;select;補氣藥;{name}的類型？;;{"name":"人參"}
藥;select;補氣藥;{name}的類型？;;{"name":"西洋參"}
藥;select;補氣藥;{name}的類型？;;{"name":"黨參"}
藥;select;補氣藥;{name}的類型？;;{"name":"黃耆"}
藥;select;補氣藥;{name}的類型？;;{"name":"甘草"}
藥;select;補氣藥;{name}的類型？;;{"name":"白朮"}
藥;select;補氣藥;{name}的類型？;;{"name":"山藥"}
藥;select;補氣藥;{name}的類型？;;{"name":"扁豆"}
藥;select;補氣藥;{name}的類型？;;{"name":"大棗"}
藥;select;補氣藥;{name}的類型？;;{"name":"飴糖"}
藥;select;補氣藥;{name}的類型？;;{"name":"蜂蜜"}
藥;select;補陽藥;{name}的類型？;;{"name":"補骨脂"}
藥;select;補陽藥;{name}的類型？;;{"name":"骨碎補"}
藥;select;補陽藥;{name}的類型？;;{"name":"杜仲"}
藥;select;補陽藥;{name}的類型？;;{"name":"續斷"}
藥;select;補陽藥;{name}的類型？;;{"name":"鹿角"}
藥;select;補陽藥;{name}的類型？;;{"name":"巴戟天"}
藥;select;補陽藥;{name}的類型？;;{"name":"肉蓯蓉"}
藥;select;補陽藥;{name}的類型？;;{"name":"淫羊藿"}
藥;select;補陽藥;{name}的類型？;;{"name":"菟絲子"}
藥;select;補陽藥;{name}的類型？;;{"name":"紫河車"}
藥;select;補陽藥;{name}的類型？;;{"name":"葫蘆巴"}
藥;select;補陽藥;{name}的類型？;;{"name":"狗脊"}
藥;select;補陽藥;{name}的類型？;;{"name":"仙茅"}
藥;select;補陽藥;{name}的類型？;;{"name":"益智仁"}
藥;select;補陽藥;{name}的類型？;;{"name":"冬蟲夏草"}
藥;select;補陽藥;{name}的類型？;;{"name":"胡桃"}
藥;select;補陽藥;{name}的類型？;;{"name":"蛤蚧"}
藥;select;補陽藥;{name}的類型？;;{"name":"鎖陽"}
藥;select;補血藥;{name}的類型？;;{"name":"當歸"}
藥;select;補血藥;{name}的類型？;;{"name":"熟地"}
藥;select;補血藥;{name}的類型？;;{"name":"白芍"}
藥;select;補血藥;{name}的類型？;;{"name":"阿膠"}
藥;select;補血藥;{name}的類型？;;{"name":"龍眼"}
藥;select;補血藥;{name}的類型？;;{"name":"何首烏"}
藥;select;補血藥;{name}的類型？;;{"name":"夜交藤"}
藥;select;補陰藥;{name}的類型？;;{"name":"沙參"}
藥;select;補陰藥;{name}的類型？;;{"name":"麥冬"}
藥;select;補陰藥;{name}的類型？;;{"name":"天冬"}
藥;select;補陰藥;{name}的類型？;;{"name":"枸杞"}
藥;select;補陰藥;{name}的類型？;;{"name":"桑椹"}
藥;select;補陰藥;{name}的類型？;;{"name":"百合"}
藥;select;補陰藥;{name}的類型？;;{"name":"石斛"}
藥;select;補陰藥;{name}的類型？;;{"name":"玉竹"}
藥;select;補陰藥;{name}的類型？;;{"name":"龜板"}
藥;select;補陰藥;{name}的類型？;;{"name":"鱉甲"}
藥;select;補陰藥;{name}的類型？;;{"name":"女貞子"}
藥;select;補陰藥;{name}的類型？;;{"name":"旱蓮草"}
藥;select;補陰藥;{name}的類型？;;{"name":"芝麻"}
藥;select;補陰藥;{name}的類型？;;{"name":"黃精"}
藥;select;收澀藥;{name}的類型？;;{"name":"五味子"}
藥;select;收澀藥;{name}的類型？;;{"name":"五倍子"}
藥;select;收澀藥;{name}的類型？;;{"name":"山茱萸"}
藥;select;收澀藥;{name}的類型？;;{"name":"桑螵蛸"}
藥;select;收澀藥;{name}的類型？;;{"name":"肉豆蔻"}
藥;select;收澀藥;{name}的類型？;;{"name":"烏賊骨"}
藥;select;收澀藥;{name}的類型？;;{"name":"芡實"}
藥;select;收澀藥;{name}的類型？;;{"name":"蓮子"}
藥;select;收澀藥;{name}的類型？;;{"name":"訶子"}
藥;select;收澀藥;{name}的類型？;;{"name":"烏梅"}
藥;select;收澀藥;{name}的類型？;;{"name":"覆盆子"}
藥;select;收澀藥;{name}的類型？;;{"name":"金櫻子"}
藥;select;收澀藥;{name}的類型？;;{"name":"赤石脂"}
藥;select;收澀藥;{name}的類型？;;{"name":"禹餘糧"}
藥;select;收澀藥;{name}的類型？;;{"name":"椿皮"}
藥;select;收澀藥;{name}的類型？;;{"name":"浮小麥"}
藥;select;收澀藥;{name}的類型？;;{"name":"麻黃根"}
藥;select;收澀藥;{name}的類型？;;{"name":"罌粟殼"}
藥;select;收澀藥;{name}的類型？;;{"name":"刺蝟皮"}
藥;select;湧吐藥;{name}的類型？;;{"name":"瓜蒂"}
藥;select;湧吐藥;{name}的類型？;;{"name":"藜蘆"}
藥;select;湧吐藥;{name}的類型？;;{"name":"常山"}
藥;select;湧吐藥;{name}的類型？;;{"name":"膽礬"}
藥;select;外用藥;{name}的類型？;;{"name":"硫磺"}
藥;select;外用藥;{name}的類型？;;{"name":"雄黃"}
藥;select;外用藥;{name}的類型？;;{"name":"鉛丹"}
藥;select;外用藥;{name}的類型？;;{"name":"輕粉"}
藥;select;外用藥;{name}的類型？;;{"name":"爐甘石"}
藥;select;外用藥;{name}的類型？;;{"name":"明礬"}
藥;select;外用藥;{name}的類型？;;{"name":"蛇床子"}
藥;select;外用藥;{name}的類型？;;{"name":"露蜂房"}
藥;select;外用藥;{name}的類型？;;{"name":"血竭"}
藥;select;外用藥;{name}的類型？;;{"name":"絲瓜絡"}
