"group";"type";"answer";"description";"hints";"params"
"points_feature";"select_all";"[膀胱經井穴]";"{name}是？";;"{"name":"至陰"}"
"points_feature";"select_all";"[腎經井穴,回陽九穴]";"{name}是？";;"{"name":"湧泉"}"
"points_feature";"select_all";"[腎經滎穴]";"{name}是？";;"{"name":"然谷"}"
"points_feature";"select_all";"[腎經俞穴,回陽九穴]";"{name}是？";;"{"name":"太谿"}"
"points_feature";"select_all";"[腎經絡穴]";"{name}是？";;"{"name":"大鐘"}"
"points_feature";"select_all";"[腎經郄穴]";"{name}是？";;"{"name":"水泉"}"
"points_feature";"select_all";"[陰蹻脈八脈八法穴]";"{name}是？";;"{"name":"照海"}"
"points_feature";"select_all";"[腎經經穴]";"{name}是？";;"{"name":"復溜"}"
"points_feature";"select_all";"[陰蹻脈郄穴]";"{name}是？";;"{"name":"交信"}"
"points_feature";"select_all";"[陰維脈郄穴]";"{name}是？";;"{"name":"築賓"}"
"points_feature";"select_all";"[腎經合穴]";"{name}是？";;"{"name":"陰谷"}"
"points_feature";"select_all";"[心包經合穴]";"{name}是？";;"{"name":"曲澤"}"
"points_feature";"select_all";"[心包經郄穴]";"{name}是？";;"{"name":"郄門"}"
"points_feature";"select_all";"[心包經經穴]";"{name}是？";;"{"name":"間使"}"
"points_feature";"select_all";"[心包經絡穴,陰維脈八脈八法穴]";"{name}是？";;"{"name":"內關"}"
"points_feature";"select_all";"[心包經俞穴]";"{name}是？";;"{"name":"大陵"}"
"points_feature";"select_all";"[心包經滎穴,回陽九穴]";"{name}是？";;"{"name":"勞宮"}"
"points_feature";"select_all";"[心包經井穴]";"{name}是？";;"{"name":"中衝"}"
"points_feature";"select_all";"[三焦經井穴]";"{name}是？";;"{"name":"關衝"}"
"points_feature";"select_all";"[三焦經滎穴]";"{name}是？";;"{"name":"液門"}"
"points_feature";"select_all";"[三焦經俞穴]";"{name}是？";;"{"name":"中渚"}"
"points_feature";"select_all";"[三焦經原穴]";"{name}是？";;"{"name":"陽池"}"
"points_feature";"select_all";"[三焦經絡穴,陽維脈八脈八法穴]";"{name}是？";;"{"name":"外關"}"
"points_feature";"select_all";"[三焦經經穴,十總脇肋穴]";"{name}是？";;"{"name":"支溝"}"
"points_feature";"select_all";"[三焦經郄穴]";"{name}是？";;"{"name":"會宗"}"
"points_feature";"select_all";"[三焦經合穴]";"{name}是？";;"{"name":"天井"}"
"points_feature";"select_all";"[膽經募穴]";"{name}是？";;"{"name":"日月"}"
"points_feature";"select_all";"[腎經募穴]";"{name}是？";;"{"name":"京門"}"
"points_feature";"select_all";"[天星十二穴,回陽九穴]";"{name}是？";;"{"name":"環跳"}"
"points_feature";"select_all";"[膽經合穴,八會筋穴,膽經腑合穴,十總外傷穴,天星十二穴]";"{name}是？";;"{"name":"陽陵泉"}"
"points_feature";"select_all";"[陽維脈郄穴]";"{name}是？";;"{"name":"陽交"}"
"points_feature";"select_all";"[膽經郄穴]";"{name}是？";;"{"name":"外丘"}"
"points_feature";"select_all";"[膽經絡穴]";"{name}是？";;"{"name":"光明"}"
"points_feature";"select_all";"[膽經經穴]";"{name}是？";;"{"name":"陽輔"}"
"points_feature";"select_all";"[八會髓穴]";"{name}是？";;"{"name":"懸鐘"}"
"points_feature";"select_all";"[膽經原穴]";"{name}是？";;"{"name":"丘墟"}"
"points_feature";"select_all";"[膽經俞穴,帶脈八脈八法穴]";"{name}是？";;"{"name":"足臨泣"}"
"points_feature";"select_all";"[膽經滎穴]";"{name}是？";;"{"name":"俠谿"}"
"points_feature";"select_all";"[膽經井穴]";"{name}是？";;"{"name":"足竅陰"}"
"points_feature";"select_all";"[肝經井穴]";"{name}是？";;"{"name":"大敦"}"
"points_feature";"select_all";"[肝經滎穴]";"{name}是？";;"{"name":"行間"}"
"points_feature";"select_all";"[肝經俞穴,天星十二穴]";"{name}是？";;"{"name":"太衝"}"
"points_feature";"select_all";"[肝經經穴]";"{name}是？";;"{"name":"中封"}"
"points_feature";"select_all";"[肝經絡穴]";"{name}是？";;"{"name":"蠡溝"}"
"points_feature";"select_all";"[肝經郄穴]";"{name}是？";;"{"name":"中都"}"
"points_feature";"select_all";"[肝經合穴]";"{name}是？";;"{"name":"曲泉"}"
"points_feature";"select_all";"[八會臟穴]";"{name}是？";;"{"name":"章門"}"
"points_feature";"select_all";"[肝經募穴]";"{name}是？";;"{"name":"期門"}"
"points_feature";"select_all";"[膀胱經募穴]";"{name}是？";;"{"name":"中極"}"
"points_feature";"select_all";"[小腸經募穴]";"{name}是？";;"{"name":"關元"}"
"points_feature";"select_all";"[三焦經募穴]";"{name}是？";;"{"name":"石門"}"
"points_feature";"select_all";"[胃經募穴,八會腑穴,回陽九穴]";"{name}是？";;"{"name":"中脘"}"
"points_feature";"select_all";"[心經募穴]";"{name}是？";;"{"name":"巨闕"}"
"points_feature";"select_all";"[任脈絡穴]";"{name}是？";;"{"name":"鳩尾"}"
"points_feature";"select_all";"[心包經募穴,八會氣穴]";"{name}是？";;"{"name":"膻中"}"
"points_feature";"select_all";"[督脈絡穴]";"{name}是？";;"{"name":"長強"}"
"points_feature";"select_all";"[回陽九穴]";"{name}是？";;"{"name":"瘂門"}"
"points_feature";"select_all";"[十總阿是穴]";"{name}是？";;"{"name":"阿是"}"
