"group";"type";"answer";"description";"hints";"params"
"feature_points";"select";"巨闕";"{name}？";;"{"name":"心經募穴"}"
"feature_points";"select";"少澤";"{name}？";;"{"name":"小腸經井穴"}"
"feature_points";"select";"前谷";"{name}？";;"{"name":"小腸經滎穴"}"
"feature_points";"select";"後谿";"{name}？";;"{"name":"小腸經俞穴"}"
"feature_points";"select";"腕骨";"{name}？";;"{"name":"小腸經原穴"}"
"feature_points";"select";"陽谷";"{name}？";;"{"name":"小腸經經穴"}"
"feature_points";"select";"養老";"{name}？";;"{"name":"小腸經郄穴"}"
"feature_points";"select";"支正";"{name}？";;"{"name":"小腸經絡穴"}"
"feature_points";"select";"小海";"{name}？";;"{"name":"小腸經合穴"}"
"feature_points";"select";"下巨虛";"{name}？";;"{"name":"小腸經腑合穴"}"
"feature_points";"select";"關元";"{name}？";;"{"name":"小腸經募穴"}"
"feature_points";"select";"委中";"{name}？";;"{"name":"膀胱經合穴"}"
"feature_points";"select";"委中";"{name}？";;"{"name":"膀胱經腑合穴"}"
"feature_points";"select";"飛揚";"{name}？";;"{"name":"膀胱經絡穴"}"
"feature_points";"select";"跗陽";"{name}？";;"{"name":"陽蹻脈郄穴"}"
"feature_points";"select";"崑崙";"{name}？";;"{"name":"膀胱經經穴"}"
"feature_points";"select";"金門";"{name}？";;"{"name":"膀胱經郄穴"}"
"feature_points";"select";"京骨";"{name}？";;"{"name":"膀胱經原穴"}"
"feature_points";"select";"束骨";"{name}？";;"{"name":"膀胱經俞穴"}"
"feature_points";"select";"通谷";"{name}？";;"{"name":"膀胱經滎穴"}"
"feature_points";"select";"至陰";"{name}？";;"{"name":"膀胱經井穴"}"
"feature_points";"select";"中極";"{name}？";;"{"name":"膀胱經募穴"}"
"feature_points";"select";"湧泉";"{name}？";;"{"name":"腎經井穴"}"
"feature_points";"select";"然谷";"{name}？";;"{"name":"腎經滎穴"}"
"feature_points";"select";"太谿";"{name}？";;"{"name":"腎經俞穴"}"
"feature_points";"select";"大鐘";"{name}？";;"{"name":"腎經絡穴"}"
"feature_points";"select";"水泉";"{name}？";;"{"name":"腎經郄穴"}"
"feature_points";"select";"復溜";"{name}？";;"{"name":"腎經經穴"}"
"feature_points";"select";"交信";"{name}？";;"{"name":"陰蹻脈郄穴"}"
"feature_points";"select";"築賓";"{name}？";;"{"name":"陰維脈郄穴"}"
"feature_points";"select";"陰谷";"{name}？";;"{"name":"腎經合穴"}"
"feature_points";"select";"京門";"{name}？";;"{"name":"腎經募穴"}"
"feature_points";"select";"曲澤";"{name}？";;"{"name":"心包經合穴"}"
"feature_points";"select";"郄門";"{name}？";;"{"name":"心包經郄穴"}"
"feature_points";"select";"間使";"{name}？";;"{"name":"心包經經穴"}"
"feature_points";"select";"內關";"{name}？";;"{"name":"心包經絡穴"}"
"feature_points";"select";"大陵";"{name}？";;"{"name":"心包經俞穴"}"
"feature_points";"select";"勞宮";"{name}？";;"{"name":"心包經滎穴"}"
"feature_points";"select";"中衝";"{name}？";;"{"name":"心包經井穴"}"
"feature_points";"select";"膻中";"{name}？";;"{"name":"心包經募穴"}"
"feature_points";"select";"關衝";"{name}？";;"{"name":"三焦經井穴"}"
"feature_points";"select";"液門";"{name}？";;"{"name":"三焦經滎穴"}"
"feature_points";"select";"中渚";"{name}？";;"{"name":"三焦經俞穴"}"
"feature_points";"select";"陽池";"{name}？";;"{"name":"三焦經原穴"}"
"feature_points";"select";"外關";"{name}？";;"{"name":"三焦經絡穴"}"
"feature_points";"select";"支溝";"{name}？";;"{"name":"三焦經經穴"}"
"feature_points";"select";"會宗";"{name}？";;"{"name":"三焦經郄穴"}"
"feature_points";"select";"天井";"{name}？";;"{"name":"三焦經合穴"}"
"feature_points";"select";"委陽";"{name}？";;"{"name":"三焦經腑合穴"}"
"feature_points";"select";"石門";"{name}？";;"{"name":"三焦經募穴"}"
"feature_points";"select";"陽陵泉";"{name}？";;"{"name":"膽經合穴"}"
"feature_points";"select";"陽陵泉";"{name}？";;"{"name":"膽經腑合穴"}"
"feature_points";"select";"陽交";"{name}？";;"{"name":"陽維脈郄穴"}"
"feature_points";"select";"外丘";"{name}？";;"{"name":"膽經郄穴"}"
"feature_points";"select";"光明";"{name}？";;"{"name":"膽經絡穴"}"
"feature_points";"select";"陽輔";"{name}？";;"{"name":"膽經經穴"}"
"feature_points";"select";"丘墟";"{name}？";;"{"name":"膽經原穴"}"
"feature_points";"select";"足臨泣";"{name}？";;"{"name":"膽經俞穴"}"
"feature_points";"select";"俠谿";"{name}？";;"{"name":"膽經滎穴"}"
"feature_points";"select";"足竅陰";"{name}？";;"{"name":"膽經井穴"}"
"feature_points";"select";"日月";"{name}？";;"{"name":"膽經募穴"}"
"feature_points";"select";"大敦";"{name}？";;"{"name":"肝經井穴"}"
"feature_points";"select";"行間";"{name}？";;"{"name":"肝經滎穴"}"
"feature_points";"select";"太衝";"{name}？";;"{"name":"肝經俞穴"}"
"feature_points";"select";"中封";"{name}？";;"{"name":"肝經經穴"}"
"feature_points";"select";"蠡溝";"{name}？";;"{"name":"肝經絡穴"}"
"feature_points";"select";"中都";"{name}？";;"{"name":"肝經郄穴"}"
"feature_points";"select";"曲泉";"{name}？";;"{"name":"肝經合穴"}"
"feature_points";"select";"期門";"{name}？";;"{"name":"肝經募穴"}"
"feature_points";"select";"鳩尾";"{name}？";;"{"name":"任脈絡穴"}"
"feature_points";"select";"長強";"{name}？";;"{"name":"督脈絡穴"}"
"feature_points";"select";"章門";"{name}？";;"{"name":"八會臟穴"}"
"feature_points";"select";"中脘";"{name}？";;"{"name":"八會腑穴"}"
"feature_points";"select";"膻中";"{name}？";;"{"name":"八會氣穴"}"
"feature_points";"select";"膈俞";"{name}？";;"{"name":"八會血穴"}"
"feature_points";"select";"陽陵泉";"{name}？";;"{"name":"八會筋穴"}"
"feature_points";"select";"太淵";"{name}？";;"{"name":"八會脈穴"}"
"feature_points";"select";"大杼";"{name}？";;"{"name":"八會骨穴"}"
"feature_points";"select";"懸鐘";"{name}？";;"{"name":"八會髓穴"}"
"feature_points";"select";"足三里";"{name}？";;"{"name":"十總肚腹穴"}"
"feature_points";"select";"委中";"{name}？";;"{"name":"十總腰背穴"}"
"feature_points";"select";"列缺";"{name}？";;"{"name":"十總頭項穴"}"
"feature_points";"select";"合谷";"{name}？";;"{"name":"十總面口穴"}"
"feature_points";"select";"支溝";"{name}？";;"{"name":"十總脇肋穴"}"
"feature_points";"select";"內關";"{name}？";;"{"name":"十總心胸穴"}"
"feature_points";"select";"公孫";"{name}？";;"{"name":"十總安胎穴"}"
"feature_points";"select";"三陰交";"{name}？";;"{"name":"十總婦科穴"}"
"feature_points";"select";"陽陵泉";"{name}？";;"{"name":"十總外傷穴"}"
"feature_points";"select";"阿是";"{name}？";;"{"name":"十總阿是穴"}"
"feature_points";"select";"列缺";"{name}？";;"{"name":"任脈八脈八法穴"}"
"feature_points";"select";"公孫";"{name}？";;"{"name":"衝脈八脈八法穴"}"
"feature_points";"select";"後谿";"{name}？";;"{"name":"督脈八脈八法穴"}"
"feature_points";"select";"足臨泣";"{name}？";;"{"name":"帶脈八脈八法穴"}"
"feature_points";"select";"照海";"{name}？";;"{"name":"陰蹻脈八脈八法穴"}"
"feature_points";"select";"申脈";"{name}？";;"{"name":"陽蹻脈八脈八法穴"}"
"feature_points";"select";"內關";"{name}？";;"{"name":"陰維脈八脈八法穴"}"
"feature_points";"select";"外關";"{name}？";;"{"name":"陽維脈八脈八法穴"}"
